Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230816044354_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816045118_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816045842_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816050425_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	33.4936	31.8189	3.20022	false	false	true	false	false	true	false
20230816051148_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816051912_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816052508_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	33.5127	31.8371	3.20034	false	false	true	false	false	true	false
20230816053232_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816053955_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816054719_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816055302_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	33.4581	31.7852	3.19961	false	false	true	false	false	true	false
20230816060026_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816060749_seigot_main_20230816_task02_2+envelopebuffer1.1.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816061526_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816062250_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816063013_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816063737_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816064501_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816065225_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816065949_seigot_main_20230816_task02_2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816115634_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816120358_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816121121_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816121845_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816122608_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816123332_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816124055_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+turnsignal1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816124832_seigot_main_20230816_rviz_object_enable.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816125555_seigot_main_20230816_rviz_object_enable.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816010138_seigot_main_20230816_rviz_object_enable.patch	33.5306	31.8541	3.19994	false	false	true	false	false	true	false
20230816010901_seigot_main_20230816_rviz_object_enable.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816011625_seigot_main_20230816_rviz_object_enable.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816012348_seigot_main_20230816_rviz_object_enable.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816013112_seigot_main_20230816_rviz_object_enable.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816013848_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816014611_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816015335_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816020058_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816020822_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816021545_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816022308_seigot_main_20230816_1300.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816022904_seigot_main_20230816_1330_tamani-souha+v2.patch	116.444	110.622	68.2006	true	false	false	false	false	true	false
20230816023446_seigot_main_20230816_1330_tamani-souha+v2.patch	116.289	110.475	69.3999	true	false	false	false	false	true	false
20230816024210_seigot_main_20230816_1330_tamani-souha+v2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816024752_seigot_main_20230816_1330_tamani-souha+v2.patch	116.498	110.674	69.6	true	false	false	false	false	true	false
20230816025335_seigot_main_20230816_1330_tamani-souha+v2.patch	33.5266	31.8503	3.19996	false	false	true	false	false	true	false
20230816025917_seigot_main_20230816_1330_tamani-souha+v2.patch	43.3062	41.1409	13.1966	false	false	true	false	false	true	false
20230816030640_seigot_main_20230816_1330_tamani-souha+v2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816031236_seigot_main_20230816_1330_tamani-souha+v3.patch	89.0891	84.6347	54.1999	true	false	false	false	false	true	false
20230816031818_seigot_main_20230816_1330_tamani-souha+v3.patch	116.372	110.553	72.3999	true	false	false	false	false	true	false
20230816032401_seigot_main_20230816_1330_tamani-souha+v3.patch	33.6384	31.9565	3.39993	false	false	true	false	false	true	false
20230816033124_seigot_main_20230816_1330_tamani-souha+v3.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816033707_seigot_main_20230816_1330_tamani-souha+v3.patch	116.35	110.533	63.7999	true	false	false	false	false	true	false
20230816034430_seigot_main_20230816_1330_tamani-souha+v3.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816035154_seigot_main_20230816_1330_tamani-souha+v3.patch	-1	-1	-1	false	false	false	false	false	false	false
